"epoch","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - episode_return__MAX","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - episode_return__MAX","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - episode_return__MAX","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - episode_return__MAX","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - episode_return__MAX","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - episode_return__MAX"
"64","126","126","126","12.153846153846153","12.153846153846153","12.153846153846153","126","126","126","9.076923076923077","9.076923076923077","9.076923076923077","126","126","126","8.76923076923077","8.76923076923077","8.76923076923077","126","126","126","8.615384615384615","8.615384615384615","8.615384615384615","189","189","189","12.923076923076923","12.923076923076923","12.923076923076923","252","252","252","14.923076923076923","14.923076923076923","14.923076923076923"
"65","128","128","128","13.384615384615385","13.384615384615385","13.384615384615385","128","128","128","6.769230769230769","6.769230769230769","6.769230769230769","128","128","128","7.384615384615385","7.384615384615385","7.384615384615385","128","128","128","7.076923076923077","7.076923076923077","7.076923076923077","192","192","192","14.923076923076923","14.923076923076923","14.923076923076923","256","256","256","9.692307692307692","9.692307692307692","9.692307692307692"
"66","130","130","130","11.846153846153847","11.846153846153847","11.846153846153847","130","130","130","7.6923076923076925","7.6923076923076925","7.6923076923076925","130","130","130","6.461538461538462","6.461538461538462","6.461538461538462","130","130","130","7.846153846153846","7.846153846153846","7.846153846153846","195","195","195","13.384615384615385","13.384615384615385","13.384615384615385","260","260","260","11.846153846153847","11.846153846153847","11.846153846153847"
"67","132","132","132","14.461538461538462","14.461538461538462","14.461538461538462","132","132","132","8.615384615384615","8.615384615384615","8.615384615384615","132","132","132","5.846153846153846","5.846153846153846","5.846153846153846","132","132","132","7.384615384615385","7.384615384615385","7.384615384615385","198","198","198","12.307692307692308","12.307692307692308","12.307692307692308","264","264","264","11.384615384615385","11.384615384615385","11.384615384615385"
"68","134","134","134","13.23076923076923","13.23076923076923","13.23076923076923","134","134","134","8.153846153846153","8.153846153846153","8.153846153846153","134","134","134","5.384615384615385","5.384615384615385","5.384615384615385","134","134","134","10.615384615384615","10.615384615384615","10.615384615384615","201","201","201","11.384615384615385","11.384615384615385","11.384615384615385","268","268","268","11.538461538461538","11.538461538461538","11.538461538461538"
"69","136","136","136","11.384615384615385","11.384615384615385","11.384615384615385","136","136","136","7.846153846153846","7.846153846153846","7.846153846153846","136","136","136","7.6923076923076925","7.6923076923076925","7.6923076923076925","136","136","136","7.384615384615385","7.384615384615385","7.384615384615385","204","204","204","13.384615384615385","13.384615384615385","13.384615384615385","272","272","272","10.153846153846153","10.153846153846153","10.153846153846153"
"70","138","138","138","13.384615384615385","13.384615384615385","13.384615384615385","138","138","138","7.6923076923076925","7.6923076923076925","7.6923076923076925","138","138","138","8.307692307692308","8.307692307692308","8.307692307692308","138","138","138","8.923076923076923","8.923076923076923","8.923076923076923","207","207","207","14","14","14","276","276","276","10.307692307692308","10.307692307692308","10.307692307692308"
"71","140","140","140","15.076923076923077","15.076923076923077","15.076923076923077","140","140","140","7.230769230769231","7.230769230769231","7.230769230769231","140","140","140","8.76923076923077","8.76923076923077","8.76923076923077","140","140","140","8.153846153846153","8.153846153846153","8.153846153846153","210","210","210","14.153846153846153","14.153846153846153","14.153846153846153","280","280","280","11.076923076923077","11.076923076923077","11.076923076923077"
"72","142","142","142","13.076923076923077","13.076923076923077","13.076923076923077","142","142","142","8","8","8","142","142","142","7.6923076923076925","7.6923076923076925","7.6923076923076925","142","142","142","8.923076923076923","8.923076923076923","8.923076923076923","213","213","213","11.076923076923077","11.076923076923077","11.076923076923077","284","284","284","11.846153846153847","11.846153846153847","11.846153846153847"
"73","144","144","144","13.23076923076923","13.23076923076923","13.23076923076923","144","144","144","8","8","8","144","144","144","5.538461538461538","5.538461538461538","5.538461538461538","144","144","144","9.23076923076923","9.23076923076923","9.23076923076923","216","216","216","13.692307692307692","13.692307692307692","13.692307692307692","288","288","288","11.076923076923077","11.076923076923077","11.076923076923077"
"74","146","146","146","11.23076923076923","11.23076923076923","11.23076923076923","146","146","146","8","8","8","146","146","146","7.230769230769231","7.230769230769231","7.230769230769231","146","146","146","11.076923076923077","11.076923076923077","11.076923076923077","219","219","219","13.846153846153847","13.846153846153847","13.846153846153847","292","292","292","12.615384615384615","12.615384615384615","12.615384615384615"
"75","148","148","148","13.076923076923077","13.076923076923077","13.076923076923077","148","148","148","9.384615384615385","9.384615384615385","9.384615384615385","148","148","148","6.615384615384615","6.615384615384615","6.615384615384615","148","148","148","6.923076923076923","6.923076923076923","6.923076923076923","222","222","222","15.23076923076923","15.23076923076923","15.23076923076923","296","296","296","10.76923076923077","10.76923076923077","10.76923076923077"
"76","150","150","150","10.76923076923077","10.76923076923077","10.76923076923077","150","150","150","6.923076923076923","6.923076923076923","6.923076923076923","150","150","150","9.846153846153847","9.846153846153847","9.846153846153847","150","150","150","8.923076923076923","8.923076923076923","8.923076923076923","225","225","225","12.307692307692308","12.307692307692308","12.307692307692308","300","300","300","10.615384615384615","10.615384615384615","10.615384615384615"
"77","152","152","152","12.76923076923077","12.76923076923077","12.76923076923077","152","152","152","10.307692307692308","10.307692307692308","10.307692307692308","152","152","152","6.3076923076923075","6.3076923076923075","6.3076923076923075","152","152","152","7.384615384615385","7.384615384615385","7.384615384615385","228","228","228","11.538461538461538","11.538461538461538","11.538461538461538","304","304","304","12.153846153846153","12.153846153846153","12.153846153846153"
"78","154","154","154","12.307692307692308","12.307692307692308","12.307692307692308","154","154","154","9.846153846153847","9.846153846153847","9.846153846153847","154","154","154","8.307692307692308","8.307692307692308","8.307692307692308","154","154","154","6.923076923076923","6.923076923076923","6.923076923076923","231","231","231","15.384615384615385","15.384615384615385","15.384615384615385","308","308","308","10.307692307692308","10.307692307692308","10.307692307692308"
"79","156","156","156","12.615384615384615","12.615384615384615","12.615384615384615","156","156","156","10","10","10","156","156","156","9.076923076923077","9.076923076923077","9.076923076923077","156","156","156","6.769230769230769","6.769230769230769","6.769230769230769","234","234","234","15.692307692307692","15.692307692307692","15.692307692307692","312","312","312","11.384615384615385","11.384615384615385","11.384615384615385"
"80","158","158","158","12.307692307692308","12.307692307692308","12.307692307692308","158","158","158","8.307692307692308","8.307692307692308","8.307692307692308","158","158","158","8.153846153846153","8.153846153846153","8.153846153846153","158","158","158","7.846153846153846","7.846153846153846","7.846153846153846","237","237","237","14.615384615384615","14.615384615384615","14.615384615384615","316","316","316","13.538461538461538","13.538461538461538","13.538461538461538"
"81","160","160","160","13.538461538461538","13.538461538461538","13.538461538461538","160","160","160","7.846153846153846","7.846153846153846","7.846153846153846","160","160","160","6.769230769230769","6.769230769230769","6.769230769230769","160","160","160","8","8","8","240","240","240","15.23076923076923","15.23076923076923","15.23076923076923","320","320","320","12.153846153846153","12.153846153846153","12.153846153846153"
"82","162","162","162","14.307692307692308","14.307692307692308","14.307692307692308","162","162","162","8.153846153846153","8.153846153846153","8.153846153846153","162","162","162","7.6923076923076925","7.6923076923076925","7.6923076923076925","162","162","162","8.461538461538462","8.461538461538462","8.461538461538462","243","243","243","13.23076923076923","13.23076923076923","13.23076923076923","324","324","324","12.307692307692308","12.307692307692308","12.307692307692308"
"83","164","164","164","12.615384615384615","12.615384615384615","12.615384615384615","164","164","164","7.6923076923076925","7.6923076923076925","7.6923076923076925","164","164","164","7.538461538461538","7.538461538461538","7.538461538461538","164","164","164","7.076923076923077","7.076923076923077","7.076923076923077","246","246","246","14.923076923076923","14.923076923076923","14.923076923076923","328","328","328","12.153846153846153","12.153846153846153","12.153846153846153"
"84","166","166","166","14","14","14","166","166","166","9.384615384615385","9.384615384615385","9.384615384615385","166","166","166","8","8","8","166","166","166","8","8","8","249","249","249","14.615384615384615","14.615384615384615","14.615384615384615","332","332","332","10.923076923076923","10.923076923076923","10.923076923076923"
"85","168","168","168","14.307692307692308","14.307692307692308","14.307692307692308","168","168","168","10.76923076923077","10.76923076923077","10.76923076923077","168","168","168","4.923076923076923","4.923076923076923","4.923076923076923","168","168","168","7.846153846153846","7.846153846153846","7.846153846153846","252","252","252","13.076923076923077","13.076923076923077","13.076923076923077","336","336","336","12.923076923076923","12.923076923076923","12.923076923076923"
"86","170","170","170","15.076923076923077","15.076923076923077","15.076923076923077","170","170","170","8.461538461538462","8.461538461538462","8.461538461538462","170","170","170","7.6923076923076925","7.6923076923076925","7.6923076923076925","170","170","170","6.3076923076923075","6.3076923076923075","6.3076923076923075","255","255","255","13.846153846153847","13.846153846153847","13.846153846153847","340","340","340","12.153846153846153","12.153846153846153","12.153846153846153"
"87","172","172","172","10","10","10","172","172","172","8","8","8","172","172","172","6.153846153846154","6.153846153846154","6.153846153846154","172","172","172","6.769230769230769","6.769230769230769","6.769230769230769","258","258","258","16.76923076923077","16.76923076923077","16.76923076923077","344","344","344","12.461538461538462","12.461538461538462","12.461538461538462"
"88","174","174","174","10.923076923076923","10.923076923076923","10.923076923076923","174","174","174","7.230769230769231","7.230769230769231","7.230769230769231","174","174","174","8.153846153846153","8.153846153846153","8.153846153846153","174","174","174","8","8","8","261","261","261","14.923076923076923","14.923076923076923","14.923076923076923","348","348","348","14","14","14"
"89","176","176","176","10.461538461538462","10.461538461538462","10.461538461538462","176","176","176","8.153846153846153","8.153846153846153","8.153846153846153","176","176","176","7.6923076923076925","7.6923076923076925","7.6923076923076925","176","176","176","8.923076923076923","8.923076923076923","8.923076923076923","264","264","264","13.23076923076923","13.23076923076923","13.23076923076923","352","352","352","11.23076923076923","11.23076923076923","11.23076923076923"
"90","178","178","178","11.846153846153847","11.846153846153847","11.846153846153847","178","178","178","8.461538461538462","8.461538461538462","8.461538461538462","178","178","178","8.153846153846153","8.153846153846153","8.153846153846153","178","178","178","8.923076923076923","8.923076923076923","8.923076923076923","267","267","267","16.153846153846153","16.153846153846153","16.153846153846153","356","356","356","13.076923076923077","13.076923076923077","13.076923076923077"
"91","180","180","180","11.692307692307692","11.692307692307692","11.692307692307692","180","180","180","8.615384615384615","8.615384615384615","8.615384615384615","180","180","180","7.230769230769231","7.230769230769231","7.230769230769231","180","180","180","10.76923076923077","10.76923076923077","10.76923076923077","270","270","270","15.846153846153847","15.846153846153847","15.846153846153847","360","360","360","13.384615384615385","13.384615384615385","13.384615384615385"
"92","182","182","182","15.538461538461538","15.538461538461538","15.538461538461538","182","182","182","10.307692307692308","10.307692307692308","10.307692307692308","182","182","182","8.461538461538462","8.461538461538462","8.461538461538462","182","182","182","8.461538461538462","8.461538461538462","8.461538461538462","273","273","273","14.307692307692308","14.307692307692308","14.307692307692308","364","364","364","14.153846153846153","14.153846153846153","14.153846153846153"
"93","184","184","184","12.76923076923077","12.76923076923077","12.76923076923077","184","184","184","8.461538461538462","8.461538461538462","8.461538461538462","184","184","184","6.153846153846154","6.153846153846154","6.153846153846154","184","184","184","7.076923076923077","7.076923076923077","7.076923076923077","276","276","276","14.615384615384615","14.615384615384615","14.615384615384615","368","368","368","12.615384615384615","12.615384615384615","12.615384615384615"
"94","186","186","186","14.307692307692308","14.307692307692308","14.307692307692308","186","186","186","6.769230769230769","6.769230769230769","6.769230769230769","186","186","186","6.461538461538462","6.461538461538462","6.461538461538462","186","186","186","7.076923076923077","7.076923076923077","7.076923076923077","279","279","279","12.76923076923077","12.76923076923077","12.76923076923077","372","372","372","14.153846153846153","14.153846153846153","14.153846153846153"
"95","188","188","188","13.692307692307692","13.692307692307692","13.692307692307692","188","188","188","6.923076923076923","6.923076923076923","6.923076923076923","188","188","188","7.384615384615385","7.384615384615385","7.384615384615385","188","188","188","8.615384615384615","8.615384615384615","8.615384615384615","282","282","282","15.538461538461538","15.538461538461538","15.538461538461538","376","376","376","15.538461538461538","15.538461538461538","15.538461538461538"
