epoch,mpe-large-spread-v2_magic_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_magic_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_magic_no_mFalse_vFalse_555 - episode_return__MAX,mpe-large-spread-v2_ic3net_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_ic3net_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_ic3net_no_mFalse_vFalse_555 - episode_return__MAX,mpe-large-spread-v2_tarmac_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_tarmac_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_tarmac_no_mFalse_vFalse_555 - episode_return__MAX,mpe-large-spread-v2_tiecomm_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_tiecomm_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_tiecomm_no_mFalse_vFalse_555 - episode_return__MAX,mpe-large-spread-v2_commnet_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_commnet_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_commnet_no_mFalse_vFalse_555 - episode_return__MAX,mpe-large-spread-v2_teamcomm_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_teamcomm_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_teamcomm_no_mFalse_vFalse_555 - episode_return__MAX
724,-781.1,-781.1,-781.1,-910.8,-910.8,-910.8,-601.6,-601.6,-601.6,-620.6,-620.6,-620.6,-807.4,-807.4,-807.4,-494.3,-494.3,-494.3
725,-839.7,-839.7,-839.7,-856,-856,-856,-731.6,-731.6,-731.6,-563.4,-563.4,-563.4,-848.5,-848.5,-848.5,-436.3,-436.3,-436.3
726,-723.1,-723.1,-723.1,-944.4,-944.4,-944.4,-666.9,-666.9,-666.9,-508,-508,-508,-643,-643,-643,-585,-585,-585
727,-773.7,-773.7,-773.7,-879.9,-879.9,-879.9,-600.5,-600.5,-600.5,-541.3,-541.3,-541.3,-814.1,-814.1,-814.1,-532.8,-532.8,-532.8
728,-706.8,-706.8,-706.8,-937.3,-937.3,-937.3,-669.6,-669.6,-669.6,-601.2,-601.2,-601.2,-711.8,-711.8,-711.8,-505.4,-505.4,-505.4
729,-706.8,-706.8,-706.8,-817.6,-817.6,-817.6,-675.9,-675.9,-675.9,-580,-580,-580,-750,-750,-750,-516.6,-516.6,-516.6
730,-632.8,-632.8,-632.8,-838.4,-838.4,-838.4,-591,-591,-591,-603.6,-603.6,-603.6,-723.8,-723.8,-723.8,-431.9,-431.9,-431.9
731,-695.8,-695.8,-695.8,-781.6,-781.6,-781.6,-645.7,-645.7,-645.7,-559.1,-559.1,-559.1,-820.7,-820.7,-820.7,-500.8,-500.8,-500.8
732,-685.5,-685.5,-685.5,-826.8,-826.8,-826.8,-697.8,-697.8,-697.8,-516.9,-516.9,-516.9,-693,-693,-693,-468.2,-468.2,-468.2
733,-757.1,-757.1,-757.1,-719,-719,-719,-705.6,-705.6,-705.6,-624.2,-624.2,-624.2,-725,-725,-725,-463.1,-463.1,-463.1
734,-781.1,-781.1,-781.1,-868.6,-868.6,-868.6,-703.4,-703.4,-703.4,-662.2,-662.2,-662.2,-849.4,-849.4,-849.4,-469.6,-469.6,-469.6
735,-648,-648,-648,-833.6,-833.6,-833.6,-636,-636,-636,-543,-543,-543,-770.4,-770.4,-770.4,-490.1,-490.1,-490.1
736,-863,-863,-863,-902.4,-902.4,-902.4,-663.6,-663.6,-663.6,-501.4,-501.4,-501.4,-792.8,-792.8,-792.8,-489.3,-489.3,-489.3
737,-780.5,-780.5,-780.5,-825.8,-825.8,-825.8,-827.3,-827.3,-827.3,-617.2,-617.2,-617.2,-762.8,-762.8,-762.8,-496.4,-496.4,-496.4
738,-690.8,-690.8,-690.8,-817.8,-817.8,-817.8,-625.1,-625.1,-625.1,-534.2,-534.2,-534.2,-766,-766,-766,-459.9,-459.9,-459.9
739,-741.2,-741.2,-741.2,-913.3,-913.3,-913.3,-674.4,-674.4,-674.4,-507.8,-507.8,-507.8,-833.7,-833.7,-833.7,-532.2,-532.2,-532.2
740,-791.1,-791.1,-791.1,-951.3,-951.3,-951.3,-730.2,-730.2,-730.2,-639.7,-639.7,-639.7,-765.9,-765.9,-765.9,-500.6,-500.6,-500.6
741,-747.2,-747.2,-747.2,-782.5,-782.5,-782.5,-672.3,-672.3,-672.3,-524.5,-524.5,-524.5,-770.3,-770.3,-770.3,-552.2,-552.2,-552.2
742,-797.3,-797.3,-797.3,-1040.3,-1040.3,-1040.3,-742,-742,-742,-495,-495,-495,-832,-832,-832,-537.3,-537.3,-537.3
743,-649.3,-649.3,-649.3,-914.5,-914.5,-914.5,-737.5,-737.5,-737.5,-542,-542,-542,-733.7,-733.7,-733.7,-513.6,-513.6,-513.6
744,-680,-680,-680,-819.1,-819.1,-819.1,-767.1,-767.1,-767.1,-552.9,-552.9,-552.9,-699.4,-699.4,-699.4,-456.3,-456.3,-456.3
745,-669,-669,-669,-896.9,-896.9,-896.9,-707.9,-707.9,-707.9,-569.4,-569.4,-569.4,-857.3,-857.3,-857.3,-468.7,-468.7,-468.7
746,-825.7,-825.7,-825.7,-817.5,-817.5,-817.5,-594.4,-594.4,-594.4,-557.2,-557.2,-557.2,-900.3,-900.3,-900.3,-509,-509,-509
747,-805.2,-805.2,-805.2,-911.8,-911.8,-911.8,-715.1,-715.1,-715.1,-577.3,-577.3,-577.3,-713.9,-713.9,-713.9,-511.7,-511.7,-511.7
748,-722.1,-722.1,-722.1,-871.5,-871.5,-871.5,-660.2,-660.2,-660.2,-571.7,-571.7,-571.7,-750.1,-750.1,-750.1,-477.8,-477.8,-477.8
749,-745.2,-745.2,-745.2,-860.9,-860.9,-860.9,-765.2,-765.2,-765.2,-606,-606,-606,-746.4,-746.4,-746.4,-466.2,-466.2,-466.2
750,-766.3,-766.3,-766.3,-948.1,-948.1,-948.1,-640.3,-640.3,-640.3,-485.7,-485.7,-485.7,-931.1,-931.1,-931.1,-484.4,-484.4,-484.4
751,-768.2,-768.2,-768.2,-903,-903,-903,-705.9,-705.9,-705.9,-482.8,-482.8,-482.8,-658.5,-658.5,-658.5,-509.3,-509.3,-509.3
752,-669.6,-669.6,-669.6,-896.6,-896.6,-896.6,-688.6,-688.6,-688.6,-507.9,-507.9,-507.9,-779.2,-779.2,-779.2,-496.9,-496.9,-496.9
753,-633.4,-633.4,-633.4,-844.2,-844.2,-844.2,-671.6,-671.6,-671.6,-551.9,-551.9,-551.9,-706.9,-706.9,-706.9,-425.2,-425.2,-425.2
754,-805.5,-805.5,-805.5,-913.6,-913.6,-913.6,-839.4,-839.4,-839.4,-547,-547,-547,-731.6,-731.6,-731.6,-564.7,-564.7,-564.7
755,-750.5,-750.5,-750.5,-817.5,-817.5,-817.5,-650.6,-650.6,-650.6,-559.5,-559.5,-559.5,-878.6,-878.6,-878.6,-516,-516,-516
756,-672.9,-672.9,-672.9,-811.8,-811.8,-811.8,-640.1,-640.1,-640.1,-576.1,-576.1,-576.1,-871.6,-871.6,-871.6,-494.1,-494.1,-494.1
757,-798,-798,-798,-851.2,-851.2,-851.2,-597.7,-597.7,-597.7,-507.9,-507.9,-507.9,-781.7,-781.7,-781.7,-466.2,-466.2,-466.2
758,-687.8,-687.8,-687.8,-946.8,-946.8,-946.8,-648.9,-648.9,-648.9,-502.3,-502.3,-502.3,-773.2,-773.2,-773.2,-404.8,-404.8,-404.8
759,-751.4,-751.4,-751.4,-875,-875,-875,-637.1,-637.1,-637.1,-620.9,-620.9,-620.9,-764.4,-764.4,-764.4,-440.8,-440.8,-440.8
760,-619.4,-619.4,-619.4,-888,-888,-888,-632,-632,-632,-630,-630,-630,-785.5,-785.5,-785.5,-468.3,-468.3,-468.3
761,-765.6,-765.6,-765.6,-987.5,-987.5,-987.5,-661,-661,-661,-520.9,-520.9,-520.9,-841.4,-841.4,-841.4,-440.7,-440.7,-440.7
762,-743.6,-743.6,-743.6,-802.8,-802.8,-802.8,-811.3,-811.3,-811.3,-603,-603,-603,-998.7,-998.7,-998.7,-480.3,-480.3,-480.3
763,-776.4,-776.4,-776.4,-931.2,-931.2,-931.2,-639.9,-639.9,-639.9,-604.3,-604.3,-604.3,-872.4,-872.4,-872.4,-428.1,-428.1,-428.1
764,-755.8,-755.8,-755.8,-854.5,-854.5,-854.5,-622.8,-622.8,-622.8,-573.7,-573.7,-573.7,-816.3,-816.3,-816.3,-487.5,-487.5,-487.5
765,-690.8,-690.8,-690.8,-801.1,-801.1,-801.1,-630.6,-630.6,-630.6,-575.4,-575.4,-575.4,-703.8,-703.8,-703.8,-483,-483,-483
766,-621.7,-621.7,-621.7,-990.2,-990.2,-990.2,-702.4,-702.4,-702.4,-504.4,-504.4,-504.4,-669.6,-669.6,-669.6,-439.9,-439.9,-439.9
767,-742.1,-742.1,-742.1,-831.7,-831.7,-831.7,-649.1,-649.1,-649.1,-573.6,-573.6,-573.6,-691,-691,-691,-512.8,-512.8,-512.8
768,-815.4,-815.4,-815.4,-926.6,-926.6,-926.6,-684,-684,-684,-545.7,-545.7,-545.7,-813.9,-813.9,-813.9,-420.5,-420.5,-420.5
769,-675,-675,-675,-916.1,-916.1,-916.1,-620.7,-620.7,-620.7,-558.3,-558.3,-558.3,-740.1,-740.1,-740.1,-418.1,-418.1,-418.1
770,-764.9,-764.9,-764.9,-971.2,-971.2,-971.2,-636.9,-636.9,-636.9,-582.6,-582.6,-582.6,-788.7,-788.7,-788.7,-454.8,-454.8,-454.8
771,-703,-703,-703,-907.7,-907.7,-907.7,-764.3,-764.3,-764.3,-604.3,-604.3,-604.3,-673.1,-673.1,-673.1,-476.7,-476.7,-476.7
772,-716.7,-716.7,-716.7,-897.9,-897.9,-897.9,-741.6,-741.6,-741.6,-514.9,-514.9,-514.9,-749.1,-749.1,-749.1,-501,-501,-501
773,-705,-705,-705,-899.9,-899.9,-899.9,-667.6,-667.6,-667.6,-647.8,-647.8,-647.8,-765.6,-765.6,-765.6,-501.5,-501.5,-501.5
774,-738.2,-738.2,-738.2,-803.7,-803.7,-803.7,-650,-650,-650,-566.4,-566.4,-566.4,-799.3,-799.3,-799.3,-508.1,-508.1,-508.1
775,-658.5,-658.5,-658.5,-692.6,-692.6,-692.6,-775.2,-775.2,-775.2,-478.4,-478.4,-478.4,-811.8,-811.8,-811.8,-522.4,-522.4,-522.4
776,-624,-624,-624,-910.6,-910.6,-910.6,-678.3,-678.3,-678.3,-523.8,-523.8,-523.8,-780.3,-780.3,-780.3,-520.9,-520.9,-520.9
777,-706.5,-706.5,-706.5,-918.8,-918.8,-918.8,-623.1,-623.1,-623.1,-569.2,-569.2,-569.2,-846.8,-846.8,-846.8,-483.5,-483.5,-483.5
778,-637,-637,-637,-881.5,-881.5,-881.5,-831.3,-831.3,-831.3,-604,-604,-604,-843.6,-843.6,-843.6,-464.9,-464.9,-464.9
779,-710.5,-710.5,-710.5,-880.4,-880.4,-880.4,-712.8,-712.8,-712.8,-621.6,-621.6,-621.6,-681.4,-681.4,-681.4,-422.3,-422.3,-422.3
780,-800.4,-800.4,-800.4,-887.6,-887.6,-887.6,-670.5,-670.5,-670.5,-537.3,-537.3,-537.3,-809.8,-809.8,-809.8,-505.8,-505.8,-505.8
781,-733,-733,-733,-906.4,-906.4,-906.4,-708.7,-708.7,-708.7,-435.4,-435.4,-435.4,-668,-668,-668,-431.5,-431.5,-431.5
782,-845,-845,-845,-917.6,-917.6,-917.6,-589.4,-589.4,-589.4,-601.8,-601.8,-601.8,-921,-921,-921,-463.9,-463.9,-463.9
783,-750,-750,-750,-880.9,-880.9,-880.9,-683.1,-683.1,-683.1,-576.8,-576.8,-576.8,-712.9,-712.9,-712.9,-463.7,-463.7,-463.7
784,-798.2,-798.2,-798.2,-858.9,-858.9,-858.9,-739.8,-739.8,-739.8,-535.9,-535.9,-535.9,-794.6,-794.6,-794.6,-497.1,-497.1,-497.1
785,-681.5,-681.5,-681.5,-837.4,-837.4,-837.4,-702.7,-702.7,-702.7,-588.2,-588.2,-588.2,-805,-805,-805,-499.7,-499.7,-499.7
786,-734.1,-734.1,-734.1,-953.8,-953.8,-953.8,-716.3,-716.3,-716.3,-495.7,-495.7,-495.7,-829.8,-829.8,-829.8,-484.1,-484.1,-484.1
787,-676.7,-676.7,-676.7,-834.9,-834.9,-834.9,-683.7,-683.7,-683.7,-559.8,-559.8,-559.8,-736.9,-736.9,-736.9,-473.1,-473.1,-473.1
788,-795.2,-795.2,-795.2,-852,-852,-852,-754.9,-754.9,-754.9,-551,-551,-551,-692.9,-692.9,-692.9,-491,-491,-491
789,-764.8,-764.8,-764.8,-810.8,-810.8,-810.8,-609.5,-609.5,-609.5,-414.4,-414.4,-414.4,-884.6,-884.6,-884.6,-481.4,-481.4,-481.4
790,-778.2,-778.2,-778.2,-820,-820,-820,-666.1,-666.1,-666.1,-596.9,-596.9,-596.9,-731.8,-731.8,-731.8,-504.5,-504.5,-504.5
791,-860.9,-860.9,-860.9,-779.5,-779.5,-779.5,-561.4,-561.4,-561.4,-632.6,-632.6,-632.6,-827.5,-827.5,-827.5,-455.3,-455.3,-455.3
792,-843.6,-843.6,-843.6,-856.6,-856.6,-856.6,-625.4,-625.4,-625.4,-489.6,-489.6,-489.6,-813.4,-813.4,-813.4,-495.8,-495.8,-495.8
793,-634.3,-634.3,-634.3,-890.3,-890.3,-890.3,-680.3,-680.3,-680.3,-550.3,-550.3,-550.3,-829.4,-829.4,-829.4,-531.2,-531.2,-531.2
794,-663.5,-663.5,-663.5,-969.7,-969.7,-969.7,-693.5,-693.5,-693.5,-647.6,-647.6,-647.6,-803.4,-803.4,-803.4,-513.1,-513.1,-513.1
795,-753.5,-753.5,-753.5,-929.9,-929.9,-929.9,-629.6,-629.6,-629.6,-642.3,-642.3,-642.3,-608.2,-608.2,-608.2,-471.4,-471.4,-471.4
796,-732.9,-732.9,-732.9,-901.3,-901.3,-901.3,-679,-679,-679,-618.3,-618.3,-618.3,-735.8,-735.8,-735.8,-435.3,-435.3,-435.3
797,-729.3,-729.3,-729.3,-864.4,-864.4,-864.4,-669.1,-669.1,-669.1,-563.2,-563.2,-563.2,-747.1,-747.1,-747.1,-527.9,-527.9,-527.9
798,-746.1,-746.1,-746.1,-900.9,-900.9,-900.9,-681,-681,-681,-483.4,-483.4,-483.4,-646.8,-646.8,-646.8,-475.3,-475.3,-475.3
799,-762,-762,-762,-823.3,-823.3,-823.3,-771.4,-771.4,-771.4,-556.2,-556.2,-556.2,-710.9,-710.9,-710.9,-409.8,-409.8,-409.8
800,-674.2,-674.2,-674.2,-825.2,-825.2,-825.2,-635.5,-635.5,-635.5,-502.4,-502.4,-502.4,-865.3,-865.3,-865.3,-439,-439,-439
801,-807.6,-807.6,-807.6,-747.4,-747.4,-747.4,-668.6,-668.6,-668.6,-563.4,-563.4,-563.4,-644.3,-644.3,-644.3,-545.9,-545.9,-545.9
802,-723.5,-723.5,-723.5,-968.1,-968.1,-968.1,-724.9,-724.9,-724.9,-483.7,-483.7,-483.7,-847.1,-847.1,-847.1,-478.8,-478.8,-478.8
803,-732.4,-732.4,-732.4,-968.8,-968.8,-968.8,-881.5,-881.5,-881.5,-609.7,-609.7,-609.7,-657.2,-657.2,-657.2,-554.3,-554.3,-554.3
804,-730.6,-730.6,-730.6,-964.3,-964.3,-964.3,-695.2,-695.2,-695.2,-528.2,-528.2,-528.2,-646.7,-646.7,-646.7,-435,-435,-435
805,-784.5,-784.5,-784.5,-956,-956,-956,-683.2,-683.2,-683.2,-559.2,-559.2,-559.2,-708.2,-708.2,-708.2,-466.9,-466.9,-466.9
806,-799.5,-799.5,-799.5,-865.5,-865.5,-865.5,-614.2,-614.2,-614.2,-526.7,-526.7,-526.7,-672.4,-672.4,-672.4,-503.8,-503.8,-503.8
807,-691.7,-691.7,-691.7,-895.6,-895.6,-895.6,-781.7,-781.7,-781.7,-505.5,-505.5,-505.5,-759.2,-759.2,-759.2,-459.3,-459.3,-459.3
808,-769,-769,-769,-903.3,-903.3,-903.3,-742.2,-742.2,-742.2,-556,-556,-556,-834.6,-834.6,-834.6,-481.9,-481.9,-481.9
809,-724.1,-724.1,-724.1,-964.8,-964.8,-964.8,-590.3,-590.3,-590.3,-558.8,-558.8,-558.8,-694.8,-694.8,-694.8,-494.3,-494.3,-494.3
810,-640.8,-640.8,-640.8,-803.3,-803.3,-803.3,-648.4,-648.4,-648.4,-544,-544,-544,-739.5,-739.5,-739.5,-523,-523,-523
811,-704.5,-704.5,-704.5,-814.3,-814.3,-814.3,-713.4,-713.4,-713.4,-513.4,-513.4,-513.4,-681.4,-681.4,-681.4,-508.3,-508.3,-508.3
812,-747.9,-747.9,-747.9,-846.3,-846.3,-846.3,-599.2,-599.2,-599.2,-626.6,-626.6,-626.6,-611,-611,-611,-425.2,-425.2,-425.2
813,-794.6,-794.6,-794.6,-906.8,-906.8,-906.8,-761.7,-761.7,-761.7,-525.8,-525.8,-525.8,-880.8,-880.8,-880.8,-459.9,-459.9,-459.9
814,-799.2,-799.2,-799.2,-805.9,-805.9,-805.9,-595.2,-595.2,-595.2,-536.6,-536.6,-536.6,-803.9,-803.9,-803.9,-438.9,-438.9,-438.9
815,-796.6,-796.6,-796.6,-914.6,-914.6,-914.6,-625.5,-625.5,-625.5,-514.6,-514.6,-514.6,-768.7,-768.7,-768.7,-493.6,-493.6,-493.6
816,-746.4,-746.4,-746.4,-814.4,-814.4,-814.4,-553.1,-553.1,-553.1,-579.6,-579.6,-579.6,-761.8,-761.8,-761.8,-413.1,-413.1,-413.1
817,-811.1,-811.1,-811.1,-793,-793,-793,-583.9,-583.9,-583.9,-568.9,-568.9,-568.9,-770,-770,-770,-442.9,-442.9,-442.9
818,-729.8,-729.8,-729.8,-875.8,-875.8,-875.8,-569.8,-569.8,-569.8,-522.7,-522.7,-522.7,-880.6,-880.6,-880.6,-477.2,-477.2,-477.2
819,-790.6,-790.6,-790.6,-896,-896,-896,-607.6,-607.6,-607.6,-596.9,-596.9,-596.9,-666.8,-666.8,-666.8,-503.8,-503.8,-503.8
820,-610,-610,-610,-886.9,-886.9,-886.9,-668.8,-668.8,-668.8,-515,-515,-515,-773.7,-773.7,-773.7,-419.5,-419.5,-419.5
821,-815.7,-815.7,-815.7,-816.5,-816.5,-816.5,-545,-545,-545,-584.2,-584.2,-584.2,-652.5,-652.5,-652.5,-515.6,-515.6,-515.6
822,-702.6,-702.6,-702.6,-849.4,-849.4,-849.4,-748,-748,-748,-617.8,-617.8,-617.8,-734.4,-734.4,-734.4,-562.6,-562.6,-562.6
823,-770.1,-770.1,-770.1,-753.6,-753.6,-753.6,-569.7,-569.7,-569.7,-468.6,-468.6,-468.6,-630.5,-630.5,-630.5,-473.3,-473.3,-473.3
824,-670.4,-670.4,-670.4,-828.4,-828.4,-828.4,-551.3,-551.3,-551.3,-599.6,-599.6,-599.6,-778.8,-778.8,-778.8,-477.5,-477.5,-477.5
825,-691.6,-691.6,-691.6,-856.3,-856.3,-856.3,-647.7,-647.7,-647.7,-580.2,-580.2,-580.2,-725.6,-725.6,-725.6,-517.4,-517.4,-517.4
826,-730.8,-730.8,-730.8,-911.3,-911.3,-911.3,-651.9,-651.9,-651.9,-593.1,-593.1,-593.1,-786.9,-786.9,-786.9,-459.4,-459.4,-459.4
827,-660.2,-660.2,-660.2,-901.7,-901.7,-901.7,-692.9,-692.9,-692.9,-517.4,-517.4,-517.4,-778.4,-778.4,-778.4,-416.2,-416.2,-416.2
828,-807,-807,-807,-889.2,-889.2,-889.2,-591,-591,-591,-521.7,-521.7,-521.7,-826.3,-826.3,-826.3,-457.9,-457.9,-457.9
829,-848.1,-848.1,-848.1,-880.5,-880.5,-880.5,-630.6,-630.6,-630.6,-542.5,-542.5,-542.5,-652.7,-652.7,-652.7,-449.3,-449.3,-449.3
830,-769.1,-769.1,-769.1,-806.7,-806.7,-806.7,-601,-601,-601,-616.4,-616.4,-616.4,-710.5,-710.5,-710.5,-517.7,-517.7,-517.7
831,-757.8,-757.8,-757.8,-791.9,-791.9,-791.9,-634.1,-634.1,-634.1,-504,-504,-504,-762.8,-762.8,-762.8,-446.4,-446.4,-446.4
832,-742.5,-742.5,-742.5,-886.3,-886.3,-886.3,-693.4,-693.4,-693.4,-570,-570,-570,-671.2,-671.2,-671.2,-470.9,-470.9,-470.9
833,-620.5,-620.5,-620.5,-876.7,-876.7,-876.7,-747.2,-747.2,-747.2,-495.3,-495.3,-495.3,-770.2,-770.2,-770.2,-552.6,-552.6,-552.6
834,-604.8,-604.8,-604.8,-844.5,-844.5,-844.5,-728.8,-728.8,-728.8,-499.7,-499.7,-499.7,-760.6,-760.6,-760.6,-497.6,-497.6,-497.6
835,-764.6,-764.6,-764.6,-851,-851,-851,-693.2,-693.2,-693.2,-575.9,-575.9,-575.9,-792.3,-792.3,-792.3,-454.9,-454.9,-454.9
836,-635.7,-635.7,-635.7,-850.2,-850.2,-850.2,-751.9,-751.9,-751.9,-568.3,-568.3,-568.3,-648.8,-648.8,-648.8,-471.9,-471.9,-471.9
837,-674.8,-674.8,-674.8,-885.2,-885.2,-885.2,-633,-633,-633,-568.8,-568.8,-568.8,-721.5,-721.5,-721.5,-436.9,-436.9,-436.9
838,-656.8,-656.8,-656.8,-970.1,-970.1,-970.1,-597.5,-597.5,-597.5,-469.4,-469.4,-469.4,-843.3,-843.3,-843.3,-451.8,-451.8,-451.8
839,-695.4,-695.4,-695.4,-811.3,-811.3,-811.3,-700.1,-700.1,-700.1,-547.6,-547.6,-547.6,-822.7,-822.7,-822.7,-492.2,-492.2,-492.2
840,-605.4,-605.4,-605.4,-896.8,-896.8,-896.8,-705.3,-705.3,-705.3,-520.8,-520.8,-520.8,-594.5,-594.5,-594.5,-525,-525,-525
841,-721,-721,-721,-898.5,-898.5,-898.5,-610.1,-610.1,-610.1,-481.7,-481.7,-481.7,-755.5,-755.5,-755.5,-451,-451,-451
842,-753.4,-753.4,-753.4,-889.4,-889.4,-889.4,-581.2,-581.2,-581.2,-519.3,-519.3,-519.3,-820.9,-820.9,-820.9,-421.3,-421.3,-421.3
843,-605.2,-605.2,-605.2,-946.8,-946.8,-946.8,-592.4,-592.4,-592.4,-537.1,-537.1,-537.1,-726.3,-726.3,-726.3,-488,-488,-488
844,-760.1,-760.1,-760.1,-881,-881,-881,-715.9,-715.9,-715.9,-472.8,-472.8,-472.8,-836.1,-836.1,-836.1,-492.7,-492.7,-492.7
845,-723.5,-723.5,-723.5,-802.7,-802.7,-802.7,-598.9,-598.9,-598.9,-526.5,-526.5,-526.5,-815,-815,-815,-411.8,-411.8,-411.8
846,-650.4,-650.4,-650.4,-836.7,-836.7,-836.7,-555.7,-555.7,-555.7,-517.3,-517.3,-517.3,-762.3,-762.3,-762.3,-442.4,-442.4,-442.4
847,-789.3,-789.3,-789.3,-850.2,-850.2,-850.2,-613.7,-613.7,-613.7,-456.3,-456.3,-456.3,-709.8,-709.8,-709.8,-520.3,-520.3,-520.3
848,-740.1,-740.1,-740.1,-869,-869,-869,-718.8,-718.8,-718.8,-617.7,-617.7,-617.7,-582.5,-582.5,-582.5,-496.3,-496.3,-496.3
849,-764.9,-764.9,-764.9,-827.6,-827.6,-827.6,-650.1,-650.1,-650.1,-533.4,-533.4,-533.4,-701.7,-701.7,-701.7,-401.6,-401.6,-401.6
850,-681.6,-681.6,-681.6,-871.7,-871.7,-871.7,-622.3,-622.3,-622.3,-488,-488,-488,-680.8,-680.8,-680.8,-413,-413,-413
851,-693,-693,-693,-812,-812,-812,-625.7,-625.7,-625.7,-436.4,-436.4,-436.4,-715.4,-715.4,-715.4,-450.2,-450.2,-450.2
852,-704,-704,-704,-843.2,-843.2,-843.2,-684.7,-684.7,-684.7,-489.8,-489.8,-489.8,-894.5,-894.5,-894.5,-412.8,-412.8,-412.8
853,-678.2,-678.2,-678.2,-801.4,-801.4,-801.4,-682.5,-682.5,-682.5,-489.8,-489.8,-489.8,-646.2,-646.2,-646.2,-461.1,-461.1,-461.1
854,-834.3,-834.3,-834.3,-776.4,-776.4,-776.4,-648.8,-648.8,-648.8,-591.2,-591.2,-591.2,-820.4,-820.4,-820.4,-428.8,-428.8,-428.8
855,-701.1,-701.1,-701.1,-823.2,-823.2,-823.2,-658.7,-658.7,-658.7,-539.9,-539.9,-539.9,-739.6,-739.6,-739.6,-494.3,-494.3,-494.3
856,-799.2,-799.2,-799.2,-847.7,-847.7,-847.7,-610.6,-610.6,-610.6,-507.8,-507.8,-507.8,-712.7,-712.7,-712.7,-423.3,-423.3,-423.3
857,-689.5,-689.5,-689.5,-951,-951,-951,-633.6,-633.6,-633.6,-498.4,-498.4,-498.4,-709.1,-709.1,-709.1,-504.7,-504.7,-504.7
858,-711.3,-711.3,-711.3,-797.2,-797.2,-797.2,-674.2,-674.2,-674.2,-582.7,-582.7,-582.7,-673.6,-673.6,-673.6,-500.7,-500.7,-500.7
859,-738.6,-738.6,-738.6,-802.2,-802.2,-802.2,-645.4,-645.4,-645.4,-497.7,-497.7,-497.7,-815.3,-815.3,-815.3,-461.4,-461.4,-461.4
860,-686.2,-686.2,-686.2,-776.7,-776.7,-776.7,-629.4,-629.4,-629.4,-494.9,-494.9,-494.9,-785.2,-785.2,-785.2,-441.4,-441.4,-441.4
861,-828.2,-828.2,-828.2,-813.7,-813.7,-813.7,-671.2,-671.2,-671.2,-482.7,-482.7,-482.7,-759.1,-759.1,-759.1,-451.6,-451.6,-451.6
862,-735.4,-735.4,-735.4,-874,-874,-874,-597,-597,-597,-561.3,-561.3,-561.3,-699.5,-699.5,-699.5,-448.8,-448.8,-448.8
863,-645.2,-645.2,-645.2,-898.4,-898.4,-898.4,-600.1,-600.1,-600.1,-545.4,-545.4,-545.4,-903,-903,-903,-493.4,-493.4,-493.4
864,-656,-656,-656,-897.2,-897.2,-897.2,-673.9,-673.9,-673.9,-606,-606,-606,-679.4,-679.4,-679.4,-463.3,-463.3,-463.3
865,-696.4,-696.4,-696.4,-896.5,-896.5,-896.5,-796.7,-796.7,-796.7,-495.8,-495.8,-495.8,-823.2,-823.2,-823.2,-503.8,-503.8,-503.8
866,-652.3,-652.3,-652.3,-849.2,-849.2,-849.2,-588.8,-588.8,-588.8,-592.6,-592.6,-592.6,-674,-674,-674,-463.9,-463.9,-463.9
867,-666.8,-666.8,-666.8,-739.9,-739.9,-739.9,-646.5,-646.5,-646.5,-488,-488,-488,-725.9,-725.9,-725.9,-434.5,-434.5,-434.5
868,-676.4,-676.4,-676.4,-836.1,-836.1,-836.1,-698.5,-698.5,-698.5,-523.1,-523.1,-523.1,-758.2,-758.2,-758.2,-407.4,-407.4,-407.4
869,-721.5,-721.5,-721.5,-785.9,-785.9,-785.9,-701.7,-701.7,-701.7,-606.2,-606.2,-606.2,-703.1,-703.1,-703.1,-502.2,-502.2,-502.2
870,-622.2,-622.2,-622.2,-928.9,-928.9,-928.9,-531.1,-531.1,-531.1,-525.6,-525.6,-525.6,-767.8,-767.8,-767.8,-363.2,-363.2,-363.2
871,-748.7,-748.7,-748.7,-917.5,-917.5,-917.5,-675,-675,-675,-502.3,-502.3,-502.3,-621,-621,-621,-463.2,-463.2,-463.2
872,-616.7,-616.7,-616.7,-970.6,-970.6,-970.6,-721.9,-721.9,-721.9,-548.6,-548.6,-548.6,-744,-744,-744,-488.7,-488.7,-488.7
873,-705,-705,-705,-915.9,-915.9,-915.9,-694.7,-694.7,-694.7,-501.8,-501.8,-501.8,-760.2,-760.2,-760.2,-389.3,-389.3,-389.3
874,-751.2,-751.2,-751.2,-918.9,-918.9,-918.9,-614,-614,-614,-491.8,-491.8,-491.8,-749.4,-749.4,-749.4,-538.9,-538.9,-538.9
