epoch,mpe-large-spread-v2_tiecomm_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_tiecomm_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_tiecomm_no_mTrue_vFalse_ming - episode_return__MAX,mpe-large-spread-v2_ic3net_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_ic3net_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_ic3net_no_mTrue_vFalse_ming - episode_return__MAX,mpe-large-spread-v2_commnet_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_commnet_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_commnet_no_mTrue_vFalse_ming - episode_return__MAX,mpe-large-spread-v2_magic_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_magic_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_magic_no_mTrue_vFalse_ming - episode_return__MAX,mpe-large-spread-v2_tarmac_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_tarmac_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_tarmac_no_mTrue_vFalse_ming - episode_return__MAX,mpe-large-spread-v2_teamcomm_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_teamcomm_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_teamcomm_no_mTrue_vFalse_ming - episode_return__MAX
714,-326.7,-326.7,-326.7,-529.2,-529.2,-529.2,-445.8,-445.8,-445.8,-387.1,-387.1,-387.1,-536.7,-536.7,-536.7,-405.1,-405.1,-405.1
715,-473.5,-473.5,-473.5,-565.5,-565.5,-565.5,-465.7,-465.7,-465.7,-430.2,-430.2,-430.2,-485.3,-485.3,-485.3,-309.5,-309.5,-309.5
716,-401,-401,-401,-459.9,-459.9,-459.9,-534.9,-534.9,-534.9,-445.7,-445.7,-445.7,-463.1,-463.1,-463.1,-296.6,-296.6,-296.6
717,-417.1,-417.1,-417.1,-464.1,-464.1,-464.1,-536.1,-536.1,-536.1,-389.4,-389.4,-389.4,-553,-553,-553,-281.6,-281.6,-281.6
718,-417.4,-417.4,-417.4,-520.7,-520.7,-520.7,-475.9,-475.9,-475.9,-448.5,-448.5,-448.5,-562.1,-562.1,-562.1,-319.8,-319.8,-319.8
719,-418.8,-418.8,-418.8,-511.6,-511.6,-511.6,-525.1,-525.1,-525.1,-438.4,-438.4,-438.4,-499.7,-499.7,-499.7,-315.9,-315.9,-315.9
720,-421.7,-421.7,-421.7,-562.9,-562.9,-562.9,-455.1,-455.1,-455.1,-431.1,-431.1,-431.1,-463.1,-463.1,-463.1,-311.6,-311.6,-311.6
721,-323.5,-323.5,-323.5,-542.2,-542.2,-542.2,-471,-471,-471,-444.2,-444.2,-444.2,-542.5,-542.5,-542.5,-325.6,-325.6,-325.6
722,-431.8,-431.8,-431.8,-440.6,-440.6,-440.6,-526.5,-526.5,-526.5,-370.3,-370.3,-370.3,-494.6,-494.6,-494.6,-301.6,-301.6,-301.6
723,-524.8,-524.8,-524.8,-561,-561,-561,-439,-439,-439,-449.7,-449.7,-449.7,-456.4,-456.4,-456.4,-347.7,-347.7,-347.7
724,-433.6,-433.6,-433.6,-447.5,-447.5,-447.5,-494.3,-494.3,-494.3,-470.3,-470.3,-470.3,-482.1,-482.1,-482.1,-343,-343,-343
725,-356.3,-356.3,-356.3,-588.4,-588.4,-588.4,-555.7,-555.7,-555.7,-372.3,-372.3,-372.3,-471.8,-471.8,-471.8,-284,-284,-284
726,-360.1,-360.1,-360.1,-541.4,-541.4,-541.4,-424,-424,-424,-447.4,-447.4,-447.4,-456.7,-456.7,-456.7,-350.9,-350.9,-350.9
727,-372.5,-372.5,-372.5,-515.3,-515.3,-515.3,-486.2,-486.2,-486.2,-413.3,-413.3,-413.3,-561,-561,-561,-311,-311,-311
728,-430.6,-430.6,-430.6,-559.9,-559.9,-559.9,-458,-458,-458,-443.1,-443.1,-443.1,-530.9,-530.9,-530.9,-300,-300,-300
729,-367.1,-367.1,-367.1,-464.9,-464.9,-464.9,-517.5,-517.5,-517.5,-464.2,-464.2,-464.2,-502.5,-502.5,-502.5,-350.5,-350.5,-350.5
730,-418.3,-418.3,-418.3,-442.9,-442.9,-442.9,-485.1,-485.1,-485.1,-448.8,-448.8,-448.8,-480.2,-480.2,-480.2,-322,-322,-322
731,-428.5,-428.5,-428.5,-486.7,-486.7,-486.7,-491.5,-491.5,-491.5,-446.7,-446.7,-446.7,-551.7,-551.7,-551.7,-310.7,-310.7,-310.7
732,-420,-420,-420,-518.5,-518.5,-518.5,-510.6,-510.6,-510.6,-485.1,-485.1,-485.1,-444.9,-444.9,-444.9,-340.9,-340.9,-340.9
733,-393.2,-393.2,-393.2,-535.2,-535.2,-535.2,-382.9,-382.9,-382.9,-489.1,-489.1,-489.1,-495.9,-495.9,-495.9,-319.9,-319.9,-319.9
734,-487.3,-487.3,-487.3,-528.9,-528.9,-528.9,-452.2,-452.2,-452.2,-380.8,-380.8,-380.8,-463.6,-463.6,-463.6,-333.7,-333.7,-333.7
735,-395.3,-395.3,-395.3,-499.9,-499.9,-499.9,-438.7,-438.7,-438.7,-402,-402,-402,-428.9,-428.9,-428.9,-331.4,-331.4,-331.4
736,-451.6,-451.6,-451.6,-501.2,-501.2,-501.2,-506.2,-506.2,-506.2,-424.7,-424.7,-424.7,-621.5,-621.5,-621.5,-329.4,-329.4,-329.4
737,-322.4,-322.4,-322.4,-506.2,-506.2,-506.2,-523.7,-523.7,-523.7,-473.8,-473.8,-473.8,-474.9,-474.9,-474.9,-333.3,-333.3,-333.3
738,-349.5,-349.5,-349.5,-566.6,-566.6,-566.6,-445,-445,-445,-467,-467,-467,-542.9,-542.9,-542.9,-311.8,-311.8,-311.8
739,-332,-332,-332,-491.1,-491.1,-491.1,-487.4,-487.4,-487.4,-415.6,-415.6,-415.6,-474.7,-474.7,-474.7,-285.8,-285.8,-285.8
740,-413.9,-413.9,-413.9,-489,-489,-489,-431.2,-431.2,-431.2,-448.2,-448.2,-448.2,-470.2,-470.2,-470.2,-356.5,-356.5,-356.5
741,-376,-376,-376,-505.7,-505.7,-505.7,-473.9,-473.9,-473.9,-434,-434,-434,-508.9,-508.9,-508.9,-310.8,-310.8,-310.8
742,-420.3,-420.3,-420.3,-468.2,-468.2,-468.2,-433.7,-433.7,-433.7,-369.2,-369.2,-369.2,-428.3,-428.3,-428.3,-380,-380,-380
743,-441.3,-441.3,-441.3,-510.7,-510.7,-510.7,-583.5,-583.5,-583.5,-434.9,-434.9,-434.9,-479.4,-479.4,-479.4,-331.3,-331.3,-331.3
744,-382.3,-382.3,-382.3,-551.9,-551.9,-551.9,-451.6,-451.6,-451.6,-444.1,-444.1,-444.1,-457.8,-457.8,-457.8,-359.8,-359.8,-359.8
745,-443,-443,-443,-490.4,-490.4,-490.4,-522.7,-522.7,-522.7,-445.9,-445.9,-445.9,-459.5,-459.5,-459.5,-310.7,-310.7,-310.7
746,-401.7,-401.7,-401.7,-539.4,-539.4,-539.4,-413.9,-413.9,-413.9,-495.7,-495.7,-495.7,-446.3,-446.3,-446.3,-357.2,-357.2,-357.2
747,-462.1,-462.1,-462.1,-494.2,-494.2,-494.2,-472.8,-472.8,-472.8,-485.6,-485.6,-485.6,-456.3,-456.3,-456.3,-321.5,-321.5,-321.5
748,-444.8,-444.8,-444.8,-518.4,-518.4,-518.4,-490.5,-490.5,-490.5,-429,-429,-429,-421.3,-421.3,-421.3,-326.4,-326.4,-326.4
749,-436.5,-436.5,-436.5,-572.5,-572.5,-572.5,-468.7,-468.7,-468.7,-396,-396,-396,-509.2,-509.2,-509.2,-299.1,-299.1,-299.1
750,-378.7,-378.7,-378.7,-597.1,-597.1,-597.1,-429.8,-429.8,-429.8,-460.8,-460.8,-460.8,-528.3,-528.3,-528.3,-257.6,-257.6,-257.6
751,-512.3,-512.3,-512.3,-490.5,-490.5,-490.5,-469.8,-469.8,-469.8,-503.8,-503.8,-503.8,-537.6,-537.6,-537.6,-336,-336,-336
752,-370.7,-370.7,-370.7,-537.2,-537.2,-537.2,-518.8,-518.8,-518.8,-387.9,-387.9,-387.9,-527,-527,-527,-330.3,-330.3,-330.3
753,-462.8,-462.8,-462.8,-593.8,-593.8,-593.8,-460.4,-460.4,-460.4,-430,-430,-430,-490.2,-490.2,-490.2,-291.8,-291.8,-291.8
754,-359.5,-359.5,-359.5,-482.1,-482.1,-482.1,-517.9,-517.9,-517.9,-533.9,-533.9,-533.9,-459.3,-459.3,-459.3,-362.9,-362.9,-362.9
755,-421.5,-421.5,-421.5,-481.8,-481.8,-481.8,-386.5,-386.5,-386.5,-419,-419,-419,-501.3,-501.3,-501.3,-307.8,-307.8,-307.8
756,-386.4,-386.4,-386.4,-472.7,-472.7,-472.7,-560.2,-560.2,-560.2,-411.5,-411.5,-411.5,-504.6,-504.6,-504.6,-318.9,-318.9,-318.9
757,-337,-337,-337,-513.8,-513.8,-513.8,-485,-485,-485,-480.4,-480.4,-480.4,-465.8,-465.8,-465.8,-360.1,-360.1,-360.1
758,-398.6,-398.6,-398.6,-571.9,-571.9,-571.9,-419.5,-419.5,-419.5,-408.3,-408.3,-408.3,-516.8,-516.8,-516.8,-334.8,-334.8,-334.8
759,-459.7,-459.7,-459.7,-521.8,-521.8,-521.8,-465.5,-465.5,-465.5,-376,-376,-376,-474.5,-474.5,-474.5,-363.4,-363.4,-363.4
760,-353.2,-353.2,-353.2,-528.2,-528.2,-528.2,-483.8,-483.8,-483.8,-491.2,-491.2,-491.2,-489,-489,-489,-292,-292,-292
761,-357.5,-357.5,-357.5,-578.7,-578.7,-578.7,-538.3,-538.3,-538.3,-425.9,-425.9,-425.9,-477.7,-477.7,-477.7,-287.2,-287.2,-287.2
762,-412.9,-412.9,-412.9,-488.5,-488.5,-488.5,-469.8,-469.8,-469.8,-434.1,-434.1,-434.1,-465,-465,-465,-348.7,-348.7,-348.7
763,-403,-403,-403,-472.4,-472.4,-472.4,-439.6,-439.6,-439.6,-361.8,-361.8,-361.8,-559.9,-559.9,-559.9,-366.4,-366.4,-366.4
764,-361.3,-361.3,-361.3,-490.4,-490.4,-490.4,-457,-457,-457,-453.6,-453.6,-453.6,-489.3,-489.3,-489.3,-360.8,-360.8,-360.8
765,-416,-416,-416,-530.9,-530.9,-530.9,-428.5,-428.5,-428.5,-400.3,-400.3,-400.3,-561.5,-561.5,-561.5,-330.2,-330.2,-330.2
766,-439.3,-439.3,-439.3,-534.6,-534.6,-534.6,-529.9,-529.9,-529.9,-368.5,-368.5,-368.5,-535.3,-535.3,-535.3,-326.3,-326.3,-326.3
767,-390,-390,-390,-515.4,-515.4,-515.4,-484.2,-484.2,-484.2,-546.6,-546.6,-546.6,-501.1,-501.1,-501.1,-307.2,-307.2,-307.2
768,-421.4,-421.4,-421.4,-534.1,-534.1,-534.1,-431.6,-431.6,-431.6,-469.2,-469.2,-469.2,-510.5,-510.5,-510.5,-328,-328,-328
769,-386.1,-386.1,-386.1,-491.5,-491.5,-491.5,-492,-492,-492,-392.4,-392.4,-392.4,-449.4,-449.4,-449.4,-326.8,-326.8,-326.8
770,-383.5,-383.5,-383.5,-515.3,-515.3,-515.3,-519.1,-519.1,-519.1,-383.7,-383.7,-383.7,-499.3,-499.3,-499.3,-323.1,-323.1,-323.1
771,-354.9,-354.9,-354.9,-507.1,-507.1,-507.1,-414.8,-414.8,-414.8,-406.4,-406.4,-406.4,-541.6,-541.6,-541.6,-312.4,-312.4,-312.4
772,-391,-391,-391,-470.5,-470.5,-470.5,-518.7,-518.7,-518.7,-464.6,-464.6,-464.6,-461.3,-461.3,-461.3,-288.2,-288.2,-288.2
773,-387.8,-387.8,-387.8,-568.4,-568.4,-568.4,-434.5,-434.5,-434.5,-363.8,-363.8,-363.8,-510.8,-510.8,-510.8,-320.3,-320.3,-320.3
774,-428.8,-428.8,-428.8,-530.4,-530.4,-530.4,-486.6,-486.6,-486.6,-289.3,-289.3,-289.3,-486.7,-486.7,-486.7,-376.9,-376.9,-376.9
775,-399.3,-399.3,-399.3,-544,-544,-544,-436.5,-436.5,-436.5,-462.1,-462.1,-462.1,-464.4,-464.4,-464.4,-323.2,-323.2,-323.2
776,-407.8,-407.8,-407.8,-524,-524,-524,-480.3,-480.3,-480.3,-506.3,-506.3,-506.3,-502.3,-502.3,-502.3,-290.6,-290.6,-290.6
777,-400.1,-400.1,-400.1,-522.2,-522.2,-522.2,-438.9,-438.9,-438.9,-362.8,-362.8,-362.8,-464.1,-464.1,-464.1,-297.8,-297.8,-297.8
778,-396.1,-396.1,-396.1,-504.9,-504.9,-504.9,-446.6,-446.6,-446.6,-511.1,-511.1,-511.1,-424.5,-424.5,-424.5,-304.9,-304.9,-304.9
779,-446.2,-446.2,-446.2,-543.4,-543.4,-543.4,-491.4,-491.4,-491.4,-441.9,-441.9,-441.9,-461.9,-461.9,-461.9,-368.4,-368.4,-368.4
780,-371.2,-371.2,-371.2,-523.2,-523.2,-523.2,-416.6,-416.6,-416.6,-433.6,-433.6,-433.6,-503.8,-503.8,-503.8,-339.2,-339.2,-339.2
781,-324.1,-324.1,-324.1,-511,-511,-511,-407.7,-407.7,-407.7,-403.5,-403.5,-403.5,-445.8,-445.8,-445.8,-337.4,-337.4,-337.4
782,-469,-469,-469,-547.4,-547.4,-547.4,-493.8,-493.8,-493.8,-354.5,-354.5,-354.5,-552.2,-552.2,-552.2,-270,-270,-270
783,-377.5,-377.5,-377.5,-508.4,-508.4,-508.4,-487.5,-487.5,-487.5,-504.9,-504.9,-504.9,-568.2,-568.2,-568.2,-326,-326,-326
784,-357.4,-357.4,-357.4,-526.2,-526.2,-526.2,-492.3,-492.3,-492.3,-392,-392,-392,-459.5,-459.5,-459.5,-277.4,-277.4,-277.4
785,-442.5,-442.5,-442.5,-556.5,-556.5,-556.5,-489.8,-489.8,-489.8,-366.1,-366.1,-366.1,-518.9,-518.9,-518.9,-315.5,-315.5,-315.5
786,-366,-366,-366,-539.8,-539.8,-539.8,-492.9,-492.9,-492.9,-405.2,-405.2,-405.2,-452.9,-452.9,-452.9,-289.5,-289.5,-289.5
787,-351.8,-351.8,-351.8,-499.2,-499.2,-499.2,-466.1,-466.1,-466.1,-431.8,-431.8,-431.8,-456.1,-456.1,-456.1,-316.9,-316.9,-316.9
788,-404.7,-404.7,-404.7,-500.9,-500.9,-500.9,-452.3,-452.3,-452.3,-498.5,-498.5,-498.5,-385,-385,-385,-323.2,-323.2,-323.2
789,-393.6,-393.6,-393.6,-486.1,-486.1,-486.1,-396.2,-396.2,-396.2,-375,-375,-375,-499.8,-499.8,-499.8,-287,-287,-287
790,-422.1,-422.1,-422.1,-517.5,-517.5,-517.5,-505.4,-505.4,-505.4,-501.8,-501.8,-501.8,-398.6,-398.6,-398.6,-294.5,-294.5,-294.5
791,-331.8,-331.8,-331.8,-546.5,-546.5,-546.5,-454.2,-454.2,-454.2,-390.2,-390.2,-390.2,-467.3,-467.3,-467.3,-300.3,-300.3,-300.3
792,-422.2,-422.2,-422.2,-589.5,-589.5,-589.5,-470.4,-470.4,-470.4,-406.5,-406.5,-406.5,-515.5,-515.5,-515.5,-370.6,-370.6,-370.6
793,-372.4,-372.4,-372.4,-515.8,-515.8,-515.8,-476.9,-476.9,-476.9,-344.4,-344.4,-344.4,-454.6,-454.6,-454.6,-355.8,-355.8,-355.8
794,-380.4,-380.4,-380.4,-579.5,-579.5,-579.5,-513.4,-513.4,-513.4,-424.8,-424.8,-424.8,-470.4,-470.4,-470.4,-326.2,-326.2,-326.2
795,-361.9,-361.9,-361.9,-572.4,-572.4,-572.4,-447.8,-447.8,-447.8,-462.4,-462.4,-462.4,-496.9,-496.9,-496.9,-328.9,-328.9,-328.9
796,-401.9,-401.9,-401.9,-600.2,-600.2,-600.2,-511.1,-511.1,-511.1,-390.8,-390.8,-390.8,-432.1,-432.1,-432.1,-288.2,-288.2,-288.2
797,-394.6,-394.6,-394.6,-484.5,-484.5,-484.5,-462.8,-462.8,-462.8,-386.4,-386.4,-386.4,-412.7,-412.7,-412.7,-302.5,-302.5,-302.5
798,-361.2,-361.2,-361.2,-471.7,-471.7,-471.7,-510.4,-510.4,-510.4,-402.3,-402.3,-402.3,-463.3,-463.3,-463.3,-317.4,-317.4,-317.4
799,-450.2,-450.2,-450.2,-518,-518,-518,-506.5,-506.5,-506.5,-404.8,-404.8,-404.8,-522.9,-522.9,-522.9,-317.4,-317.4,-317.4
800,-421.8,-421.8,-421.8,-502.3,-502.3,-502.3,-501.5,-501.5,-501.5,-464.5,-464.5,-464.5,-501.4,-501.4,-501.4,-322.3,-322.3,-322.3
801,-396.5,-396.5,-396.5,-532.5,-532.5,-532.5,-466.6,-466.6,-466.6,-410.9,-410.9,-410.9,-443.8,-443.8,-443.8,-357.7,-357.7,-357.7
802,-428.8,-428.8,-428.8,-519.1,-519.1,-519.1,-395.4,-395.4,-395.4,-359.4,-359.4,-359.4,-502.5,-502.5,-502.5,-320.7,-320.7,-320.7
803,-383.7,-383.7,-383.7,-473.2,-473.2,-473.2,-464.1,-464.1,-464.1,-449,-449,-449,-484.9,-484.9,-484.9,-302.6,-302.6,-302.6
804,-426.3,-426.3,-426.3,-523.8,-523.8,-523.8,-537.5,-537.5,-537.5,-444.2,-444.2,-444.2,-506.3,-506.3,-506.3,-285.5,-285.5,-285.5
805,-379.6,-379.6,-379.6,-529.6,-529.6,-529.6,-450.3,-450.3,-450.3,-413.1,-413.1,-413.1,-444.6,-444.6,-444.6,-306.4,-306.4,-306.4
806,-378.3,-378.3,-378.3,-586.7,-586.7,-586.7,-479.3,-479.3,-479.3,-447,-447,-447,-582.1,-582.1,-582.1,-329.8,-329.8,-329.8
807,-342.8,-342.8,-342.8,-522.2,-522.2,-522.2,-421.7,-421.7,-421.7,-426.3,-426.3,-426.3,-493.1,-493.1,-493.1,-332.2,-332.2,-332.2
808,-374.6,-374.6,-374.6,-573.5,-573.5,-573.5,-469.8,-469.8,-469.8,-411.5,-411.5,-411.5,-526.2,-526.2,-526.2,-312.5,-312.5,-312.5
809,-401.9,-401.9,-401.9,-496.7,-496.7,-496.7,-427.8,-427.8,-427.8,-403.4,-403.4,-403.4,-452.5,-452.5,-452.5,-327.4,-327.4,-327.4
810,-374.8,-374.8,-374.8,-513.6,-513.6,-513.6,-480.4,-480.4,-480.4,-490.6,-490.6,-490.6,-474.7,-474.7,-474.7,-324.7,-324.7,-324.7
811,-423.3,-423.3,-423.3,-467.7,-467.7,-467.7,-493.1,-493.1,-493.1,-356.1,-356.1,-356.1,-485.3,-485.3,-485.3,-371.8,-371.8,-371.8
812,-336.3,-336.3,-336.3,-549.3,-549.3,-549.3,-492,-492,-492,-400.3,-400.3,-400.3,-475.8,-475.8,-475.8,-320.2,-320.2,-320.2
813,-418,-418,-418,-484.6,-484.6,-484.6,-406.2,-406.2,-406.2,-380.2,-380.2,-380.2,-458.7,-458.7,-458.7,-306.8,-306.8,-306.8
814,-329.8,-329.8,-329.8,-505.1,-505.1,-505.1,-502.3,-502.3,-502.3,-496.5,-496.5,-496.5,-487.2,-487.2,-487.2,-283.8,-283.8,-283.8
815,-435.5,-435.5,-435.5,-550.6,-550.6,-550.6,-476.4,-476.4,-476.4,-439.4,-439.4,-439.4,-469.7,-469.7,-469.7,-304.5,-304.5,-304.5
816,-375.3,-375.3,-375.3,-544.3,-544.3,-544.3,-401.4,-401.4,-401.4,-487.5,-487.5,-487.5,-520.4,-520.4,-520.4,-337.5,-337.5,-337.5
817,-353.6,-353.6,-353.6,-542.7,-542.7,-542.7,-552.3,-552.3,-552.3,-419.3,-419.3,-419.3,-440.6,-440.6,-440.6,-296.7,-296.7,-296.7
818,-388.6,-388.6,-388.6,-502.7,-502.7,-502.7,-471.5,-471.5,-471.5,-464.4,-464.4,-464.4,-464.8,-464.8,-464.8,-285.3,-285.3,-285.3
819,-384.7,-384.7,-384.7,-581.5,-581.5,-581.5,-408.6,-408.6,-408.6,-420.6,-420.6,-420.6,-506.6,-506.6,-506.6,-327.5,-327.5,-327.5
820,-400.9,-400.9,-400.9,-489.8,-489.8,-489.8,-496.4,-496.4,-496.4,-402.4,-402.4,-402.4,-488.7,-488.7,-488.7,-310.3,-310.3,-310.3
821,-331.9,-331.9,-331.9,-555.3,-555.3,-555.3,-441,-441,-441,-382.7,-382.7,-382.7,-440.9,-440.9,-440.9,-249.6,-249.6,-249.6
822,-410.3,-410.3,-410.3,-497.1,-497.1,-497.1,-446.5,-446.5,-446.5,-341.9,-341.9,-341.9,-503.5,-503.5,-503.5,-284,-284,-284
823,-393.5,-393.5,-393.5,-561.9,-561.9,-561.9,-447.3,-447.3,-447.3,-377.2,-377.2,-377.2,-576.3,-576.3,-576.3,-329.8,-329.8,-329.8
824,-403.9,-403.9,-403.9,-550.2,-550.2,-550.2,-494.8,-494.8,-494.8,-406.5,-406.5,-406.5,-469.6,-469.6,-469.6,-307.1,-307.1,-307.1
825,-394.6,-394.6,-394.6,-522.2,-522.2,-522.2,-475.4,-475.4,-475.4,-471.4,-471.4,-471.4,-481.3,-481.3,-481.3,-321.1,-321.1,-321.1
826,-396,-396,-396,-434.1,-434.1,-434.1,-547.2,-547.2,-547.2,-436.8,-436.8,-436.8,-447.7,-447.7,-447.7,-344.1,-344.1,-344.1
827,-305.5,-305.5,-305.5,-474.8,-474.8,-474.8,-405.7,-405.7,-405.7,-419.9,-419.9,-419.9,-433.5,-433.5,-433.5,-335,-335,-335
828,-393.8,-393.8,-393.8,-426.6,-426.6,-426.6,-527.5,-527.5,-527.5,-478.2,-478.2,-478.2,-453.1,-453.1,-453.1,-321.2,-321.2,-321.2
829,-382.8,-382.8,-382.8,-550.1,-550.1,-550.1,-530.2,-530.2,-530.2,-474.1,-474.1,-474.1,-538.7,-538.7,-538.7,-292.4,-292.4,-292.4
830,-368.7,-368.7,-368.7,-544.5,-544.5,-544.5,-465,-465,-465,-423.3,-423.3,-423.3,-487.3,-487.3,-487.3,-325,-325,-325
831,-354.8,-354.8,-354.8,-551.2,-551.2,-551.2,-473.3,-473.3,-473.3,-399.2,-399.2,-399.2,-471.1,-471.1,-471.1,-297.4,-297.4,-297.4
832,-455.5,-455.5,-455.5,-471.4,-471.4,-471.4,-484.8,-484.8,-484.8,-400.4,-400.4,-400.4,-450.4,-450.4,-450.4,-276.8,-276.8,-276.8
833,-353.2,-353.2,-353.2,-472.5,-472.5,-472.5,-348,-348,-348,-502.6,-502.6,-502.6,-506.9,-506.9,-506.9,-347.7,-347.7,-347.7
834,-399.1,-399.1,-399.1,-523,-523,-523,-481.5,-481.5,-481.5,-427.4,-427.4,-427.4,-584.2,-584.2,-584.2,-293.3,-293.3,-293.3
835,-357.1,-357.1,-357.1,-501.6,-501.6,-501.6,-472.1,-472.1,-472.1,-436.9,-436.9,-436.9,-514.9,-514.9,-514.9,-303.4,-303.4,-303.4
836,-432,-432,-432,-515.6,-515.6,-515.6,-436.3,-436.3,-436.3,-460.8,-460.8,-460.8,-482.5,-482.5,-482.5,-317.3,-317.3,-317.3
837,-423.7,-423.7,-423.7,-485.2,-485.2,-485.2,-436,-436,-436,-432.9,-432.9,-432.9,-434,-434,-434,-319.2,-319.2,-319.2
838,-438.3,-438.3,-438.3,-514.4,-514.4,-514.4,-383.6,-383.6,-383.6,-471.6,-471.6,-471.6,-526.6,-526.6,-526.6,-281.8,-281.8,-281.8
839,-423.8,-423.8,-423.8,-507,-507,-507,-453.5,-453.5,-453.5,-369.7,-369.7,-369.7,-459,-459,-459,-297.1,-297.1,-297.1
840,-374.3,-374.3,-374.3,-513,-513,-513,-434.6,-434.6,-434.6,-433,-433,-433,-437.9,-437.9,-437.9,-301.5,-301.5,-301.5
841,-425.4,-425.4,-425.4,-565.4,-565.4,-565.4,-509.8,-509.8,-509.8,-397.1,-397.1,-397.1,-451.1,-451.1,-451.1,-327.1,-327.1,-327.1
842,-328.3,-328.3,-328.3,-573.1,-573.1,-573.1,-543.1,-543.1,-543.1,-381.9,-381.9,-381.9,-459,-459,-459,-332.1,-332.1,-332.1
843,-412.5,-412.5,-412.5,-541.5,-541.5,-541.5,-492.2,-492.2,-492.2,-408.7,-408.7,-408.7,-438,-438,-438,-313.6,-313.6,-313.6
844,-425.1,-425.1,-425.1,-512.7,-512.7,-512.7,-450.4,-450.4,-450.4,-431.8,-431.8,-431.8,-480.5,-480.5,-480.5,-295.9,-295.9,-295.9
845,-354.8,-354.8,-354.8,-487.2,-487.2,-487.2,-516.8,-516.8,-516.8,-381.6,-381.6,-381.6,-404.8,-404.8,-404.8,-318.5,-318.5,-318.5
846,-337.5,-337.5,-337.5,-515,-515,-515,-511.8,-511.8,-511.8,-410.5,-410.5,-410.5,-463.8,-463.8,-463.8,-295.5,-295.5,-295.5
847,-410.5,-410.5,-410.5,-527.6,-527.6,-527.6,-462.8,-462.8,-462.8,-378.8,-378.8,-378.8,-465.6,-465.6,-465.6,-314,-314,-314
848,-383.5,-383.5,-383.5,-493.7,-493.7,-493.7,-424.1,-424.1,-424.1,-430.8,-430.8,-430.8,-532.5,-532.5,-532.5,-311.4,-311.4,-311.4
849,-399.1,-399.1,-399.1,-525.1,-525.1,-525.1,-406.6,-406.6,-406.6,-374.4,-374.4,-374.4,-426.8,-426.8,-426.8,-365,-365,-365
850,-408.9,-408.9,-408.9,-523.3,-523.3,-523.3,-409.3,-409.3,-409.3,-489.6,-489.6,-489.6,-461,-461,-461,-326.1,-326.1,-326.1
851,-375.7,-375.7,-375.7,-613.1,-613.1,-613.1,-445.2,-445.2,-445.2,-439.4,-439.4,-439.4,-500.2,-500.2,-500.2,-334.4,-334.4,-334.4
852,-317.9,-317.9,-317.9,-526.6,-526.6,-526.6,-386.1,-386.1,-386.1,-441.1,-441.1,-441.1,-468.4,-468.4,-468.4,-340.5,-340.5,-340.5
853,-400.8,-400.8,-400.8,-507.6,-507.6,-507.6,-482.1,-482.1,-482.1,-365.5,-365.5,-365.5,-489.2,-489.2,-489.2,-307.1,-307.1,-307.1
854,-429.7,-429.7,-429.7,-498.3,-498.3,-498.3,-486,-486,-486,-443.1,-443.1,-443.1,-442.8,-442.8,-442.8,-308.7,-308.7,-308.7
855,-373.3,-373.3,-373.3,-535.5,-535.5,-535.5,-447.7,-447.7,-447.7,-437.6,-437.6,-437.6,-483.9,-483.9,-483.9,-286.1,-286.1,-286.1
856,-310.9,-310.9,-310.9,-521.5,-521.5,-521.5,-469.4,-469.4,-469.4,-465.2,-465.2,-465.2,-474.8,-474.8,-474.8,-334,-334,-334
857,-410.8,-410.8,-410.8,-508.2,-508.2,-508.2,-517.1,-517.1,-517.1,-414.8,-414.8,-414.8,-382.7,-382.7,-382.7,-282.3,-282.3,-282.3
858,-352.3,-352.3,-352.3,-469.9,-469.9,-469.9,-450.5,-450.5,-450.5,-412.5,-412.5,-412.5,-442.4,-442.4,-442.4,-308.8,-308.8,-308.8
859,-333.6,-333.6,-333.6,-547.5,-547.5,-547.5,-429.5,-429.5,-429.5,-458.6,-458.6,-458.6,-430.7,-430.7,-430.7,-283.1,-283.1,-283.1
860,-417.1,-417.1,-417.1,-480.9,-480.9,-480.9,-446.3,-446.3,-446.3,-415.5,-415.5,-415.5,-474.9,-474.9,-474.9,-269.8,-269.8,-269.8
861,-322.8,-322.8,-322.8,-507.2,-507.2,-507.2,-552.6,-552.6,-552.6,-408.7,-408.7,-408.7,-478.5,-478.5,-478.5,-283.1,-283.1,-283.1
862,-428.2,-428.2,-428.2,-524.2,-524.2,-524.2,-446.1,-446.1,-446.1,-480.4,-480.4,-480.4,-442.7,-442.7,-442.7,-291.3,-291.3,-291.3
